"","pert_iname","mean","n","median","sd","sRGES"
"2476","BRD-K48433912",-0.296703479072293,1,-0.296703479072293,NA,-0.296703479072293
"2477","GP-42",-0.296644986369168,11,-0.30203821919448,0.0566715236801963,-0.296644986369168
"2478","SA-1920683",-0.296605252514246,1,-0.296605252514246,NA,-0.296605252514246
"2479","BRD-K67215210",-0.296489077782224,2,-0.296489077782224,0.206467149869067,-0.296489077782224
"2480","BRD-K31039264",-0.296427573074774,1,-0.296427573074774,NA,-0.296427573074774
"2481","BRD-K65971331",-0.296263757369359,5,-0.349742442759881,0.10825862398961,-0.296263757369359
"2482","BRD-K24123159",-0.296219051166564,1,-0.296219051166564,NA,-0.296219051166564
"2483","BRD-K96708215",-0.296169099776977,1,-0.296169099776977,NA,-0.296169099776977
"2484","BRD-K96797558",-0.296050088076953,1,-0.296050088076953,NA,-0.296050088076953
"2485","ataluren",-0.296018304334708,1,-0.296018304334708,NA,-0.296018304334708
"2486","BRD-K04086909",-0.29598303923187,1,-0.29598303923187,NA,-0.29598303923187
"2487","BRD-K73911580",-0.295971628320291,2,-0.295971628320291,0.212226873572306,-0.295971628320291
"2488","BRD-K30507268",-0.295863357043395,1,-0.295863357043395,NA,-0.295863357043395
"2489","BRD-K17139610",-0.295856739948234,5,-0.280790505883536,0.143791827446223,-0.295856739948234
"2490","BRD-K11362964",-0.295820845485937,3,-0.286715947567803,0.0747035711915749,-0.295820845485937
"2491","BRD-K30723822",-0.29580450907392,2,-0.29580450907392,0.161056749639171,-0.29580450907392
"2492","BRD-K26508045",-0.295796630834623,2,-0.295796630834623,0.210265457541115,-0.295796630834623
"2493","BNTX",-0.29579550701258,13,-0.316921386581922,0.121838417671422,-0.29579550701258
"2494","lomifylline",-0.295778068999164,2,-0.295778068999164,0.0372029802208131,-0.295778068999164
"2495","BRD-K05896800",-0.295760772310417,1,-0.295760772310417,NA,-0.295760772310417
"2496","BRD-K40099330",-0.295726577399425,1,-0.295726577399425,NA,-0.295726577399425
"2497","tyrphostin-AG-126",-0.29564185270077,10,-0.308732878753969,0.128718162345721,-0.29564185270077
"2498","BRD-K43498025",-0.295616749703356,3,-0.322552483836271,0.086302345965756,-0.295616749703356
"2499","BRD-K52721673",-0.295608906676303,1,-0.295608906676303,NA,-0.295608906676303
"2500","BRD-K10270435",-0.295563313461646,1,-0.295563313461646,NA,-0.295563313461646
"2501","calmidazolium",-0.295484328131833,22,-0.330624326673779,0.102200959378205,-0.295484328131833
"2502","SA-1456220",-0.295398468240263,3,-0.399583872241258,0.340994374205498,-0.295398468240263
"2503","BRD-K94035551",-0.295250529362438,2,-0.295250529362438,0.0414881492561418,-0.295250529362438
"2504","BRD-K76138094",-0.2951687057925,1,-0.2951687057925,NA,-0.2951687057925
"2505","SD-6-035-B4",-0.295082079568447,4,-0.289576688469346,0.087476432357236,-0.295082079568447
"2506","BRD-K59893964",-0.295076203602113,1,-0.295076203602113,NA,-0.295076203602113
"2507","bacampicilline",-0.295072179434515,1,-0.295072179434515,NA,-0.295072179434515
"2508","BRD-K70399291",-0.29502836660838,3,-0.179512489200179,0.263690402045885,-0.29502836660838
"2509","SA-1920687",-0.294982702692806,2,-0.294982702692806,0.108819821703077,-0.294982702692806
"2510","BRD-K33889536",-0.294927174936001,2,-0.294927174936001,0.182044515229413,-0.294927174936001
"2511","BRD-K35932822",-0.294795268941213,1,-0.294795268941213,NA,-0.294795268941213
"2512","BRD-K43151809",-0.294775824776139,1,-0.294775824776139,NA,-0.294775824776139
"2513","BRD-K82328933",-0.294775309301887,2,-0.294775309301887,0.205953692063559,-0.294775309301887
"2514","BRD-K22663811",-0.294707881946454,3,-0.317892590339852,0.122821142914152,-0.294707881946454
"2515","BRD-K31752292",-0.294649102458931,1,-0.294649102458931,NA,-0.294649102458931
"2516","BRD-K68095812",-0.294637704155266,1,-0.294637704155266,NA,-0.294637704155266
"2517","BRD-K25094041",-0.294622605557208,2,-0.294622605557208,0.0707803896676907,-0.294622605557208
"2518","BRD-K02089646",-0.294615578036389,1,-0.294615578036389,NA,-0.294615578036389
"2519","BRD-K40837535",-0.294483156567349,1,-0.294483156567349,NA,-0.294483156567349
"2520","BRD-K76472157",-0.294396973585588,1,-0.294396973585588,NA,-0.294396973585588
"2521","BRD-K31830316",-0.294354758029013,1,-0.294354758029013,NA,-0.294354758029013
"2522","BRD-K27151060",-0.29435311998863,5,-0.277151364120558,0.0633259259848399,-0.29435311998863
"2523","BRD-K63944563",-0.294350554868281,2,-0.294350554868281,0.232039055368319,-0.294350554868281
"2524","BRD-K44200196",-0.294317043053654,2,-0.294317043053654,0.0169045196530869,-0.294317043053654
"2525","BRD-K45156967",-0.294285058841264,2,-0.294285058841264,0.0763165649165792,-0.294285058841264
"2526","VUF-5681",-0.294282679283655,1,-0.294282679283655,NA,-0.294282679283655
"2527","BRD-K62102996",-0.294245803655753,1,-0.294245803655753,NA,-0.294245803655753
"2528","BRD-K38274933",-0.294193505556587,1,-0.294193505556587,NA,-0.294193505556587
"2529","BRD-K43556160",-0.294143218922774,2,-0.294143218922774,0.145356443758748,-0.294143218922774
"2530","BRD-K37940862",-0.294070711367907,13,-0.272637971113753,0.115502214379118,-0.294070711367907
"2531","BRD-K23406211",-0.293882063671174,1,-0.293882063671174,NA,-0.293882063671174
"2532","BRD-K03631605",-0.293845857294828,1,-0.293845857294828,NA,-0.293845857294828
"2533","SA-426029",-0.293823634447757,4,-0.34967758499173,0.264080231158317,-0.293823634447757
"2534","ST-022313",-0.293816354566098,1,-0.293816354566098,NA,-0.293816354566098
"2535","BRD-K73639776",-0.29374696024833,1,-0.29374696024833,NA,-0.29374696024833
"2536","BRD-K68340318",-0.293638508741407,2,-0.293638508741407,0.0726694509011634,-0.293638508741407
"2537","BRD-K94172147",-0.293611844217572,2,-0.293611844217572,0.12225654962433,-0.293611844217572
"2538","BRD-K37530005",-0.293601464254499,1,-0.293601464254499,NA,-0.293601464254499
"2539","BRD-K84687999",-0.293590065950834,1,-0.293590065950834,NA,-0.293590065950834
"2540","BRD-A18411371",-0.293586480402443,11,-0.297976064915087,0.0910506337519946,-0.293586480402443
"2541","BRD-K55116708",-0.293573539729382,11,-0.303870328886391,0.121081321668802,-0.293573539729382
"2542","VU-0415113-1",-0.293567562580418,5,-0.291233968297702,0.0466515007958956,-0.293567562580418
"2543","BRD-K64272762",-0.293565854366383,4,-0.273142714761598,0.130299688884254,-0.293565854366383
"2544","BRD-K90004840",-0.293538773584345,1,-0.293538773584345,NA,-0.293538773584345
"2545","BRD-K56411643",-0.293428970971698,27,-0.315975327377792,0.0800273813200412,-0.293428970971698
"2546","BRD-K41059137",-0.293333938125721,1,-0.293333938125721,NA,-0.293333938125721
"2547","BRD-K06953509",-0.293326563989656,1,-0.293326563989656,NA,-0.293326563989656
